Date,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,RET5,RET10,RET15,RET20,RET25,RET30
2001-11-01,-0.2559535012840666,0.8448042438665659,1.937537601081095,3.1591851735089502,4.345108488239886,0.7228986858139343,1.8236564309645669,2.916389788179096,4.138037360606951,5.3239606753378865,2.346985400515024,4.735248684998375,5.825231848719271,6.893257380966792,8.209408205103855,3.325837587613025,5.714100872096376,6.804084035817272,7.872109568064793,9.188260392201858,-0.13378233300549924,1.2861183321998446,34.12619755532557,-1.510311410538515,4.929024990038803,6.439336400577318,-0.2758033505793609,3.9231162125084946,1.234508059959154,1.0059087775303084,0.015365028620122761,0.692677920990245,0.4131418909652038,-0.0641575963752221,1.1007577451506325,1.092733357214529,1.2216475724278553,1.1859233147309354,2.388263284483351,1.0899831637208965,1.0680255322475203,1.3161508241370647,0.08834909716256567,0.1322012037833198,0.058899398108399836,0.1524075666380567,0.32932072227000203,0.3501719690455912
2001-11-02,0.4506954595687258,1.5731748766206959,2.6719523430633476,3.916847638819881,5.1350080151738435,0.7213748424967257,1.8438542595486958,2.9426317259913475,4.187527021747881,5.405687398101843,3.0875258083873405,5.536331458299161,6.656015190581999,7.747486680091707,9.080043888715364,3.3582051913153403,5.807010841227161,6.926694573509999,8.018166063019706,9.350723271643364,-0.10697068905556972,1.2861873038858818,59.437547413823815,-1.375695863757345,4.757539494089446,6.133235357846791,-0.24975453155542482,3.9374630506528163,1.1259413322019203,0.8200764434366299,0.014769029057124669,0.652487584031936,-0.5851578029188192,-0.06719175006774948,1.12247941705197,1.0987774664426517,1.2448952957565336,1.2181603763539623,2.4488056499118205,1.1196837322828381,1.0914714895097077,1.3325572086236575,0.05469578121688257,0.12253550985792745,0.05893576425694365,0.1583633665465247,0.2709349162603355,0.39156243375022187
2001-11-05,0.8072686573182306,1.929456571990542,3.0295134778560993,4.294151186956457,5.542461624783291,0.6026854027792314,1.724873317451543,2.8249302233171,4.089567932417458,5.337878370244292,3.449869880333397,5.954524688605197,7.103144440350123,8.217765327114911,9.566641482371658,3.2452866257943978,5.749941434066198,6.898561185811124,8.013182072575912,9.362058227832659,-0.09384459247918864,1.2758522523424656,77.1790286451318,-1.3534151844750184,4.409424385966359,5.762839570441377,-0.3367846015862863,3.786531236489372,1.016630582888732,0.6228931494769867,0.012211291483644734,0.6098300288421324,-0.6645241380988801,-0.19283471082196063,1.1221879146723115,1.1000569058655572,1.2646377091003576,1.2483104378268344,2.5046548082718,1.148619751744926,1.114620886764789,1.3488761552567468,0.1237853823405106,0.10878749471908547,0.13054499366288924,0.13667089142377195,0.27904520490074014,0.4364174059992002
2001-11-06,0.21311367384084612,1.4467473516351284,2.5767263685210082,3.8786522986394036,5.16820046601204,1.2643568586998466,2.497990536494129,3.6279695533800087,4.929895483498404,6.219443650871041,3.008754694189035,5.593824753847155,6.777585414480344,7.919376186892477,9.287161923286625,4.059997879048035,6.6450679387061555,7.828828599339344,8.970619371751479,10.338405108145626,-0.027905058709125186,1.3348155214352477,89.27244645186177,-0.49733030647167986,5.091086168449591,5.588416474921271,0.4202998883568636,4.575681184631394,0.9176301948285435,0.5154049838181969,0.017418402994319793,0.6518693770342151,0.6126592564323253,0.21323262868692366,1.2336336777942822,1.1299790168858799,1.3019259301183954,1.2895481673726366,2.58507005965812,1.1837606606331885,1.1417907724121337,1.367785736394147,0.07985767938328911,0.01482506424192157,0.06918363312909306,0.1492389800355952,0.23977070567301753,0.30954734137181256
2001-11-07,0.8578409954344366,2.147006013295208,3.2971876411072376,4.630628201409712,5.958204067267774,0.9931806868984374,2.2823457047592086,3.4325273325712384,4.765967892873713,6.093543758731775,3.7385851157011807,6.3967018033898135,7.614366151434117,8.782773700836504,10.169238138172012,3.8739248071651815,6.532041494853814,7.749705842898118,8.918113392300505,10.304577829636013,0.0032671771911538805,1.3668045516333152,85.23107741365726,-0.45454582510848596,4.520431927025253,4.974977752133739,0.223557938823717,4.3411334706947,0.678103763932203,0.17929845633055308,0.016032258914643216,0.6026760736465756,-0.7754354330924254,0.20622318780863802,1.2891650178607712,1.1501816278120298,1.3334405603024742,1.327575865858062,2.658116687688633,1.2176643480443037,1.168407549402386,1.3864644373355093,0.07011653170052362,-0.014418329053922787,0.014418329053922676,0.24096385542167906,0.27730594509178974,0.2727631838830651
2001-11-08,1.0323120865996724,2.2983275942489154,3.450498398866481,4.803935076592579,6.162575043756801,0.5570494491336735,1.8230649567829165,2.975235761400482,4.32867243912658,5.687312406290802,3.8967521896567323,6.612309743369817,7.860593858585414,9.05378482717863,10.457899382618638,3.4214895521907334,6.137047105903818,7.385331221119415,8.578522189712631,9.98263674515264,-0.007472899765955887,1.3541962497347164,80.70967147796262,-0.6447140194286085,3.692030306076237,4.336744325504846,-0.24829514399764818,3.894425057563481,0.3964188754309603,-0.20239475148724395,0.01188059002020761,0.5905414606769969,-0.19520868709005165,0.5887268511609576,1.266015507649243,1.1521708046175654,1.3534366777260978,1.3586399671642226,2.7155575537130847,1.248284115215597,1.1931909685932158,1.4041145554400094,0.058693467336627954,-0.009849246231152858,0.07758793969848347,0.24301507537682837,0.26251256281402147,0.2442211055276313
2001-11-09,0.884392987538968,2.251052412693559,3.4356084934143105,4.8277317339600945,6.22923298430945,1.2778223231889694,2.6444817483435603,3.829037829064312,5.221161069610096,6.622662319959451,3.8940542308095996,6.693201376794123,7.978688533881789,9.200926029471344,10.625437839074555,4.287483566459601,7.086630712444125,8.37211786953179,9.594355365121345,11.018867174724557,0.043070457481836355,1.4155072213529678,81.35269408359285,0.17225574955066136,4.589962807005824,4.4177070574551625,0.5671431090157846,4.721820387671336,0.3948873594651232,-0.13185758066551223,0.019330998378771364,0.5717688773410925,-0.31190844545514057,0.820391126367506,1.366659425154591,1.1845560807207516,1.392123240545784,1.4015012503493551,2.7991471459845236,1.2854871570876654,1.222237495589554,1.4245118096032128,-0.004699248120293556,-0.06109022556387468,0.02706766917296196,0.12687969924816217,0.2338345864661725,0.21390977443614012
2001-11-12,0.8308946332240854,2.300208972064235,3.5215679359860648,4.955667939134841,6.402541504478906,1.3439264869130856,2.813240825753235,4.034599789675065,5.468699792823841,6.915573358167906,3.9934340568314735,6.881479870203725,8.205985538055662,9.45862088500353,10.90448821046132,4.506465910520474,7.394511723892725,8.719017391744663,9.97165273869253,11.41752006415032,0.08870324185826117,1.483315816193958,82.9224651000297,0.22807614609929416,5.008655658713764,4.7805795126144695,0.6966357035477344,4.929845947958736,0.46855955744844024,0.07880971075502785,0.021952636025855732,0.5661748750885123,-0.09386326334457008,0.16175963655302197,1.4693143388401495,1.2213589639218299,1.4341000031487763,1.446873565344065,2.8880458133722513,1.3245056678519376,1.2526353469478666,1.4458673254577912,-0.03917261577888351,-0.020318506315225558,-0.015010067728365294,0.10836536701443955,0.2447373238147476,0.21160534504850836
2001-11-13,1.1302568929881787,2.623873918590487,3.865651023389347,5.3319538527579535,6.818547774541841,0.9351159425051776,2.428732968107486,3.670510072906346,5.1368129022749525,6.62340682405884,4.3470536977447924,7.311171374615107,8.67220351436448,9.953927112558953,11.420461944814843,4.151912747261791,7.116030424132106,8.477062563881478,9.758786162075952,11.225320994331842,0.09090181311764445,1.5082398407327524,86.94868050934069,-0.18447257994724708,4.720375594853156,4.904848174800403,0.3706530145199629,4.486812921695009,0.55512559446721,0.23356267315814705,0.015688347844074857,0.5308383108403684,-0.6323909814005811,0.1452749052575595,1.4936170256023082,1.2417771047988602,1.4663028293686065,1.4865939217838875,2.9641176768703144,1.3610321397493728,1.281723598194473,1.4665348322558902,-0.052417866371343894,-0.0016611295680566927,0.07308970099672889,0.15762273901809018,0.2227759320782999,0.25156884459214496
2001-11-14,0.9588237065721401,2.3770421436399882,3.613821892575899,5.096226351655062,6.612678785099112,0.35766368169714013,1.7758821187649882,3.012661867700899,4.495066326780062,6.011518760224112,4.098461348827096,7.116630306132313,8.50937164805755,9.81741163988633,11.303011842023956,3.4973013239520956,6.515470281257313,7.9082116231825506,9.21625161501133,10.701851817148956,0.044262860263206694,1.4726666029441162,72.86433677382625,-0.8682324123901033,4.2027146446005865,5.07094705699069,-0.3010987443878932,3.852862981917868,0.5671336680022101,0.3498516626827186,0.010314789728752133,0.5375356169389047,0.11836314828478925,-0.08611255861353581,1.4182184370678481,1.236779748935911,1.482404459079163,1.5164524334440497,3.0181689573052175,1.3927413419252375,1.308039991828779,1.4856002021376256,-0.05259160812602293,-0.024871843554154914,0.1928991835960269,0.22783368141257895,0.2234668691855476,0.317258401367043
